Owner,Repository,Xtext File,Mwe2 File,New File
thlaegler,edilang,thlaegler-edilang-5b37169/edilang/src/io/thlaegler/edifact/Edilang.xtext,thlaegler-edilang-5b37169/edilang/src/io/thlaegler/edifact/GenerateEdilang.mwe2,"thlaegler-edilang-5b37169/edilang.workspace/edilang.example/src/example2.edi,thlaegler-edilang-5b37169/edilang.workspace/edilang.example/src/example3.edi,thlaegler-edilang-5b37169/edilang.workspace/edilang.example/src/example4.edi,thlaegler-edilang-5b37169/edilang.workspace/edilang.example/src/example5.edi,thlaegler-edilang-5b37169/edilang.workspace/edilang.example/src/example6.edi,thlaegler-edilang-5b37169/edilang.workspace/edilang.example/src/example7.edi,thlaegler-edilang-5b37169/edilang.workspace/edilang.example/src/example8.edi"
agonzalezgaliana,mydsl-language-server,null,null,null
codezork,DSL-Blog,codezork-DSL-Blog-e0da465/org.xtext.vaadin.example.geo/src/org/xtext/vaadin/example/geo/Geo.xtext,codezork-DSL-Blog-e0da465/org.xtext.vaadin.example.geo/src/org/xtext/vaadin/example/geo/GenerateGeo.mwe2,null
LorenzoBettini,issue-2000-example,LorenzoBettini-issue-2000-example-5133944/io.github.lorenzobettini.tychotestlanguage.parent/io.github.lorenzobettini.tychotestlanguage/src/io/github/lorenzobettini/tychotestlanguage/Tychotestlanguage.xtext,LorenzoBettini-issue-2000-example-5133944/io.github.lorenzobettini.tychotestlanguage.parent/io.github.lorenzobettini.tychotestlanguage/src/io/github/lorenzobettini/tychotestlanguage/GenerateTychotestlanguage.mwe2,null
trifonnt,net.adempiere.dsl.properties.spring.parent,trifonnt-net.adempiere.dsl.properties.spring.parent-bb6c898/net.adempiere.dsl.properties.spring/src/net/adempiere/dsl/properties/PropMod.xtext,trifonnt-net.adempiere.dsl.properties.spring.parent-bb6c898/net.adempiere.dsl.properties.spring/src/net/adempiere/dsl/properties/GeneratePropMod.mwe2,null
scanyboss,hello-world-language,null,null,null
joerg-holtmann,Pretty-Printer_Language-Analysis,"joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/ATL/ATLNoOCL/org.xtext.AtlNoOCL/src/org/xtext/AtlNoOCL.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/ATL/ATLWithOcl/org.xtext.example.myatl/src/org/xtext/example/myatl/MyAtl.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/ATL/ATLWithOcl/org.xtext.example.myatl/src/org/xtext/example/mydsl/MyAtl.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/BibTex/org.xtext.example.mybibtex/src/org/xtext/example/mybibtex/MyBibtex.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/DOT/org.xtext.example.mydot/src/org/xtext/example/mydot/MyDot.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto/src/org/omg/qvt10/myqvto/MyQvto.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.1/org.omg.qvt11.myqvto/src/org/omg/qvt11/myqvto/MyQvto.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.2/org.omg.qvt12.myqvto/src/org/omg/qvt12/myqvto/MyQvto.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.3/org.omg.qvt13.myqvto/src/org/omg/qvt13/myqvto/MyQvto.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVToV1.0/org.omg.qvt10.myqvto/bin/org/omg/qvt10/myqvto/MyQvto.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SML-Specifications/org.prettyprinter.sml/src/org/prettyprinter/sml/SML.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/optimized/org.grammaroptimizer.sqlddl.optimized/src/org/grammaroptimizer/sqlddl/optimized/SQLDDL.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/original/org.grammaroptimizer.sqlddl.original/src/org/grammaroptimizer/sqlddl/original/SQLDDL.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/Spectra/org.xtext.example.spectra/src/org/xtext/example/myspectra/MySpectra.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/Xcore/org.xtext.example.xcore/src/org/xtext/example/xcore/Xcore.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/Xenia/org.xtext.example.myxenia/src/org/xtext/example/myxenia/MyXenia.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/EAST-ADL/1_EAST-ADL_Simplified/1_originalgrammar/org.eclipse.eatxt.simplified.original/src/org/eclipse/eatxt/simplified/original/Eatxt.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/EAST-ADL/1_EAST-ADL_Simplified/2_optimizedgrammar/org.eclipse.eatxt.simplified.optimized/src/org/eclipse/eatxt/simplified/optimized/Eatxt.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/EAST-ADL/2_EAST-ADL_Full/1_originalgrammar/org.eclipse.eatxt.full.original/src/org/eclipse/eatxt/full/original/Eatxt.xtext,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/EAST-ADL/2_EAST-ADL_Full/2_optimizedgrammar/org.eclipse.eatxt.full.optimized/src/org/eclipse/eatxt/full/optimized/Eatxt.xtext","joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/ATL/ATLNoOCL/org.xtext.AtlNoOCL/src/org/xtext/GenerateAtlNoOCL.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/ATL/ATLWithOcl/org.xtext.example.myatl/src/org/xtext/example/myatl/GenerateMyAtl.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/ATL/ATLWithOcl/org.xtext.example.myatl/src/org/xtext/example/mydsl/GenerateMyAtl.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/BibTex/org.xtext.example.mybibtex/src/org/xtext/example/mybibtex/GenerateMyBibtex.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/DOT/org.xtext.example.mydot/src/org/xtext/example/mydot/GenerateMyDot.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto/src/org/omg/qvt10/myqvto/GenerateMyQvto.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.1/org.omg.qvt11.myqvto/src/org/omg/qvt11/myqvto/GenerateMyQvto.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.2/org.omg.qvt12.myqvto/src/org/omg/qvt12/myqvto/GenerateMyQvto.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.3/org.omg.qvt13.myqvto/src/org/omg/qvt13/myqvto/GenerateMyQvto.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVToV1.0/org.omg.qvt10.myqvto/bin/org/omg/qvt10/myqvto/GenerateMyQvto.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SML-Specifications/org.prettyprinter.sml/src/org/prettyprinter/sml/GenerateSML.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/optimized/org.grammaroptimizer.sqlddl.optimized/src/org/grammaroptimizer/sqlddl/optimized/GenerateSQLDDL.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/original/org.grammaroptimizer.sqlddl.original/src/org/grammaroptimizer/sqlddl/original/GenerateSQLDDL.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/Spectra/org.xtext.example.spectra/src/org/xtext/example/myspectra/GenerateMySpectra.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/Xcore/org.xtext.example.xcore/src/org/xtext/example/xcore/GenerateXcore.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/Xenia/org.xtext.example.myxenia/src/org/xtext/example/myxenia/GenerateMyXenia.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/EAST-ADL/1_EAST-ADL_Simplified/1_originalgrammar/org.eclipse.eatxt.simplified.original/src/org/eclipse/eatxt/simplified/original/GenerateEatxt.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/EAST-ADL/1_EAST-ADL_Simplified/2_optimizedgrammar/org.eclipse.eatxt.simplified.optimized/src/org/eclipse/eatxt/simplified/optimized/GenerateEatxt.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/EAST-ADL/2_EAST-ADL_Full/1_originalgrammar/org.eclipse.eatxt.full.original/src/org/eclipse/eatxt/full/original/GenerateEatxt.mwe2,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/EAST-ADL/2_EAST-ADL_Full/2_optimizedgrammar/org.eclipse.eatxt.full.optimized/src/org/eclipse/eatxt/full/optimized/GenerateEatxt.mwe2","joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/ATL/ATLNoOCL/org.xtext.AtlNoOCL.example/example.ATLno,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/BibTex/org.xtext.example.example/mytest.mybibtex,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/DOT/org.xtext.example.mydot.example/example.mydot,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample2.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample3.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.1/org.omg.qvt11.myqvto.examples/example1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample2.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample3.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.1/org.omg.qvt11.myqvto.examples/example1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample2.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample3.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.1/org.omg.qvt11.myqvto.examples/example1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample2.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample3.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.1/org.omg.qvt11.myqvto.examples/example1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample2.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.0/org.omg.qvt10.myqvto.examples/newexample3.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/QVTo/QVTo-V1.1/org.omg.qvt11.myqvto.examples/example1.myqvto,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SML-Specifications/org.prettyprinter.sml.examples/test_scenario.sml,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/optimized/org.grammaroptimizer.sqlddl.optimized.examples/AntiquarianBookshop.sql,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/optimized/org.grammaroptimizer.sqlddl.optimized.examples/NSF-Awards.sql,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/original/org.grammaroptimizer.sqlddl.original.examples/AsmL.sql,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/optimized/org.grammaroptimizer.sqlddl.optimized.examples/AntiquarianBookshop.sql,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/optimized/org.grammaroptimizer.sqlddl.optimized.examples/NSF-Awards.sql,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/SQL-DDL-Excerpt/original/org.grammaroptimizer.sqlddl.original.examples/AsmL.sql,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/Xcore/org.xtext.example.xcore.example/example.xcore,joerg-holtmann-Pretty-Printer_Language-Analysis-37404f04d2532954d5674e05bc81ea5550295381/Case-Languages/Xenia/org.xtext.example.myxenia.example/example.myxenia"
coffeeframework,HLVL,"coffeeframework-HLVL-77babab/com.coffee.hlvl/src/com/coffee/Hlvl.xtext,coffeeframework-HLVL-77babab/com.coffee.hlvl/target/classes/com/coffee/Hlvl.xtext","coffeeframework-HLVL-77babab/com.coffee.hlvl/src/com/coffee/GenerateHlvl.mwe2,coffeeframework-HLVL-77babab/com.coffee.hlvl/target/classes/com/coffee/GenerateHlvl.mwe2","coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH7_HLVL_bool.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH7_MobilePhoneAttributes.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH7_ex1.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH8_E-shop_OVM.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH8_Extended_FM.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH8_MobilePhone.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/CH7_HLVL_bool.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/CH7_MobilePhoneAttributes.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/GPL.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/MCM_Document_Example.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/SPLC_Dopler.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/SPLC_EShop.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/SPLC_OVM.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/SimpleMobilePhone.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/Variamos.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/e_shop.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/fromSplotGLP.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/testElements.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/testEmpty.hlvl,coffeeframework-HLVL-77babab/Examples/MODEVAR/SPLC_Dopler.hlvl,coffeeframework-HLVL-77babab/Examples/MODEVAR/SPLC_EShop.hlvl,coffeeframework-HLVL-77babab/Examples/MODEVAR/SPLC_OVM.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH7_HLVL_bool.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH7_MobilePhoneAttributes.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH7_ex1.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH8_E-shop_OVM.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH8_Extended_FM.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/DocumentExamples/src/CH8_MobilePhone.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/CH7_HLVL_bool.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/CH7_MobilePhoneAttributes.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/GPL.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/MCM_Document_Example.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/SPLC_Dopler.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/SPLC_EShop.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/SPLC_OVM.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/SimpleMobilePhone.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/Variamos.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/e_shop.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/fromSplotGLP.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/testElements.hlvl,coffeeframework-HLVL-77babab/Examples/EclipseProjects/HLVL_Examples/src/testEmpty.hlvl,coffeeframework-HLVL-77babab/Examples/MODEVAR/SPLC_Dopler.hlvl,coffeeframework-HLVL-77babab/Examples/MODEVAR/SPLC_EShop.hlvl,coffeeframework-HLVL-77babab/Examples/MODEVAR/SPLC_OVM.hlvl"
HermanPeeren,eJSL-MPS,null,null,null
kukulkan-project,kukulkan-language-server,kukulkan-project-kukulkan-language-server-eb7a3b1/mx.infotec.dads.kukulkan.dsl.parent/mx.infotec.dads.kukulkan.dsl/src/main/java/mx/infotec/dads/kukulkan/dsl/Kukulkan.xtext,kukulkan-project-kukulkan-language-server-eb7a3b1/mx.infotec.dads.kukulkan.dsl.parent/mx.infotec.dads.kukulkan.dsl/src/main/java/mx/infotec/dads/kukulkan/dsl/GenerateKukulkan.mwe2,null
mdsd-team-1,dsl-layered-style,null,null,null
larissafiorini,t2-lingProg,"larissafiorini-t2-lingProg-717160b/org.xtext.example.mydsl/bin/org/xtext/example/mydsl/MyDsl.xtext,larissafiorini-t2-lingProg-717160b/org.xtext.example.mydsl/src/org/xtext/example/mydsl/MyDsl.xtext","larissafiorini-t2-lingProg-717160b/org.xtext.example.mydsl/bin/org/xtext/example/mydsl/GenerateMyDsl.mwe2,larissafiorini-t2-lingProg-717160b/org.xtext.example.mydsl/src/org/xtext/example/mydsl/GenerateMyDsl.mwe2",null
ragben,NetzDsl,null,null,null
Cosimo5lli,assertx-swing,Cosimo5lli-assertx-swing-e7c722f/org.assertx.swing.parent/org.assertx.swing/src/org/assertx/swing/AssertXSwing.xtext,Cosimo5lli-assertx-swing-e7c722f/org.assertx.swing.parent/org.assertx.swing/src/org/assertx/swing/GenerateAssertXSwing.mwe2,null
gyaltso,Eclipse-Training-Schedules,null,null,null
wzurborg,xtend-example,wzurborg-xtend-example-ee39e94/src/main/java/org/xtext/example/mydsl/MyDsl.xtext,wzurborg-xtend-example-ee39e94/src/main/java/org/xtext/example/mydsl/GenerateMyDsl.mwe2,null
kyberszittya,simple-ros-code-generator,"kyberszittya-simple-ros-code-generator-98fb7a0/hu.sze.aut.ros.middleware.statepubsub.hybriddsl.parent/hu.sze.aut.ros.middleware.statepubsub.hybriddsl/src/hu/sze/aut/ros/middleware/statepubsub/HybridDsl.xtext,kyberszittya-simple-ros-code-generator-98fb7a0/hu.sze.aut.ros.middleware.statepubsub.hybriddsl.parent/hu.sze.aut.ros.middleware.statepubsub.hybriddsl/src/hu/sze/aut/ros/middleware/statepubsub/RosNetworkDsl.xtext",kyberszittya-simple-ros-code-generator-98fb7a0/hu.sze.aut.ros.middleware.statepubsub.hybriddsl.parent/hu.sze.aut.ros.middleware.statepubsub.hybriddsl/src/hu/sze/aut/ros/middleware/statepubsub/GenerateHybridDsl.mwe2,kyberszittya-simple-ros-code-generator-98fb7a0/examples/hu.sze.mobilerobot.ros.model/src/behavior.hybridbehavior
LinguaPhylo,linguaPhyloDSL,"LinguaPhylo-linguaPhyloDSL-e231efb/linguaPhyloDSL/src/lphy/dsl/LinguaPhylo.xtext,LinguaPhylo-linguaPhyloDSL-e231efb/lphyDSL/src/lphy/dsl/LPhy.xtext","LinguaPhylo-linguaPhyloDSL-e231efb/linguaPhyloDSL/src/lphy/dsl/GenerateLinguaPhylo.mwe2,LinguaPhylo-linguaPhyloDSL-e231efb/lphyDSL/src/lphy/dsl/GenerateLPhy.mwe2",null
dsanmartins,Entidades,"dsanmartins-Entidades-f6f0680/cl.ejemplo.entidades/bin/cl/ejemplo/entidades/Entidades.xtext,dsanmartins-Entidades-f6f0680/cl.ejemplo.entidades/src/cl/ejemplo/entidades/Entidades.xtext","dsanmartins-Entidades-f6f0680/cl.ejemplo.entidades/bin/cl/ejemplo/entidades/GenerateEntidades.mwe2,dsanmartins-Entidades-f6f0680/cl.ejemplo.entidades/src/cl/ejemplo/entidades/GenerateEntidades.mwe2",null
